"Majority protein IDs","logFC","logCPM","LR","PValue","FDR","Protein ID","Protein names","Gene names","Fasta headers","Mol. weight [kDa]","Sequence length","Sequence lengths","Score","Intensity C1","Intensity C2","Intensity C3","Intensity C4","Intensity C5","Intensity R1","Intensity R2","Intensity R3","Intensity R4","Intensity R5","iBAQ C1","iBAQ C2","iBAQ C3","iBAQ C4","iBAQ C5","iBAQ R1","iBAQ R2","iBAQ R3","iBAQ R4","iBAQ R5","LFQ intensity C1","LFQ intensity C2","LFQ intensity C3","LFQ intensity C4","LFQ intensity C5","LFQ intensity R1","LFQ intensity R2","LFQ intensity R3","LFQ intensity R4","LFQ intensity R5","MS/MS count C1","MS/MS count C2","MS/MS count C3","MS/MS count C4","MS/MS count C5","MS/MS count R1","MS/MS count R2","MS/MS count R3","MS/MS count R4","MS/MS count R5"
"Q6AYR2",-0.270169836631824,5.58480913429695,0.104574268968044,0.746407890380652,0.999996365408252,"Q6AYR2","Protein NDRG3","Ndrg3","sp|Q6AYR2|NDRG3_RAT Protein NDRG3 OS=Rattus norvegicus OX=10116 GN=Ndrg3 PE=1 SV=1",41.506,375,"375;346",153.62,149330000,121370000,74926000,67515000,75243000,25474000,40352000,33624000,27258000,16958000,9955600,8091500,4995000,4501000,5016200,1698300,2690200,2241600,1817200,1130500,67655000,58966000,68067000,68595000,65997000,50695000,51328000,64287000,56268000,47667000,13,13,10,8,8,5,8,5,7,5
"Q6AYS3",-0.532159959307609,6.83995197057208,0.404037986138936,0.525011206359315,0.999996365408252,"Q6AYS3",NA,"Ctsa","tr|Q6AYS3|Q6AYS3_RAT Carboxypeptidase OS=Rattus norvegicus OX=10116 GN=Ctsa PE=1 SV=1",51.215,456,"456",45.001,305410000,286020000,204980000,171470000,179440000,85466000,103030000,64007000,65922000,30874000,16074000,15054000,10788000,9024500,9444100,4498200,5422900,3368800,3469600,1625000,173160000,177110000,166270000,172690000,160690000,117790000,114320000,115570000,127510000,106440000,27,21,22,15,17,10,15,11,8,7
"Q6AYS7",0.443190875007202,5.54151673980575,0.280715234026285,0.596232809836572,0.999996365408252,"Q6AYS7","Aminoacylase-1A","Acy1a","sp|Q6AYS7|ACY1A_RAT Aminoacylase-1A OS=Rattus norvegicus OX=10116 GN=Acy1a PE=1 SV=1",45.804,408,"408;408",56.359,83541000,79912000,44020000,54262000,62683000,42056000,60360000,50235000,62300000,28629000,3480900,3329700,1834200,2260900,2611800,1752300,2515000,2093100,2595800,1192900,41465000,53967000,46489000,56522000,49138000,59605000,65466000,78637000,66184000,63351000,11,7,8,7,10,7,13,9,10,8
"Q6AYT3",-0.215188867411462,8.45988172018516,0.0663776877957798,0.796685777306756,0.999996365408252,"Q6AYT3","tRNA-splicing ligase RtcB homolog","Rtcb","sp|Q6AYT3|RTCB_RAT RNA-splicing ligase RtcB homolog OS=Rattus norvegicus OX=10116 GN=Rtcb PE=2 SV=1",55.249,505,"505",134.46,578810000,670270000,518180000,406660000,385520000,277180000,362720000,297980000,323710000,141700000,24117000,27928000,21591000,16944000,16063000,11549000,15113000,12416000,13488000,5904300,605580000,490160000,497900000,421080000,360650000,392850000,414770000,463590000,428540000,325150000,38,43,39,37,43,39,38,36,37,25
"Q6AYT7",-0.923089771849909,4.34000511817535,1.20226596460148,0.272869254914647,0.999996365408252,"Q6AYT7","Monoacylglycerol lipase ABHD12","Abhd12","sp|Q6AYT7|ABD12_RAT Lysophosphatidylserine lipase ABHD12 OS=Rattus norvegicus OX=10116 GN=Abhd12 PE=2 SV=1",45.295,398,"398",15.801,72592000,56003000,45032000,27431000,22006000,4242900,17620000,6007000,3662100,9094100,3820600,2947500,2370100,1443800,1158200,223310,927340,316160,192740,478640,43462000,27220000,38608000,27909000,29360000,12099000,30937000,16779000,0,26630000,14,10,11,7,5,2,5,2,2,4
"Q6AYU5;Q4V8F6",0.0263173529484426,9.90789671070774,0.000993717848297937,0.974852218184856,0.999996365408252,"Q6AYU5",NA,"Pcbp2","tr|Q6AYU5|Q6AYU5_RAT Poly(rC)-binding protein 2 OS=Rattus norvegicus OX=10116 GN=Pcbp2 PE=1 SV=1;tr|Q4V8F6|Q4V8F6_RAT Pcbp2 protein OS=Rattus norvegicus OX=10116 GN=Pcbp2 PE=1 SV=1",38.58,365,"365;335",203.71,1756600000,1544700000,1298400000,1243100000,1143900000,1094200000,1.036e+09,992480000,830990000,463860000,103330000,90865000,76375000,73123000,67288000,64365000,60938000,58381000,48882000,27286000,1132500000,1227600000,1085400000,1254500000,1271500000,1174500000,1194500000,1330200000,1238800000,1081600000,49,49,55,40,49,53,49,51,44,42
"Q6AYZ4;P63088;P63088-2;A0A0G2JVK2",0.032187984960918,5.07737141428825,0.00148649432241155,0.969245115279046,0.999996365408252,"Q6AYZ4","Serine/threonine-protein phosphatase;Serine/threonine-protein phosphatase PP1-gamma catalytic subunit","Ppp1cc","tr|Q6AYZ4|Q6AYZ4_RAT Serine/threonine-protein phosphatase OS=Rattus norvegicus OX=10116 GN=Ppp1cc PE=2 SV=1;sp|P63088|PP1G_RAT Serine/threonine-protein phosphatase PP1-gamma catalytic subunit OS=Rattus norvegicus OX=10116 GN=Ppp1cc PE=1 SV=1;sp|P63088-2|PP",38.504,337,"337;323;337;332",17.523,90272000,66835000,52295000,62965000,36515000,14412000,31773000,24719000,24555000,16694000,5015100,3713100,2905300,3498000,2028600,800650,1765200,1373300,1364200,927420,52063000,40638000,30757000,48341000,37576000,32430000,60595000,39109000,33810000,45962000,6,5,6,5,3,3,5,3,4,4
"Q6AZ33;P46844",-0.0412878999888254,6.03394372476358,0.00244576917063159,0.960556922506471,0.999996365408252,"Q6AZ33","Biliverdin reductase A","Blvra","tr|Q6AZ33|Q6AZ33_RAT Biliverdin reductase A OS=Rattus norvegicus OX=10116 GN=Blvra PE=1 SV=1;sp|P46844|BIEA_RAT Biliverdin reductase A OS=Rattus norvegicus OX=10116 GN=Blvra PE=1 SV=1",33.507,295,"295;295",51.232,138690000,99433000,100260000,97961000,93537000,65237000,50851000,61843000,51363000,33339000,8158100,5849000,5897800,5762400,5502200,3837500,2991200,3637800,3021300,1961100,93562000,87279000,74372000,78704000,83168000,64669000,83877000,81662000,92420000,78674000,15,12,17,13,11,12,11,12,7,10
"Q6AZ50",0.320823393360871,5.26941600185093,0.147375031340723,0.701056600299403,0.999996365408252,"Q6AZ50","Ubiquitin-like-conjugating enzyme ATG3","Atg3","sp|Q6AZ50|ATG3_RAT Ubiquitin-like-conjugating enzyme ATG3 OS=Rattus norvegicus OX=10116 GN=Atg3 PE=2 SV=1",35.822,314,"314",11.98,73022000,69734000,48690000,57134000,52845000,30254000,33925000,44571000,29603000,21282000,6638400,6339400,4426300,5194000,4804100,2750400,3084100,4051900,2691100,1934700,36287000,40541000,38530000,54365000,45301000,42145000,62305000,56230000,56049000,49497000,10,9,10,6,8,4,5,9,3,7
"Q6AZ64;Q8VIB1;E9PT85",-0.381755608808087,5.4303439001646,0.208493511419926,0.647950745243161,0.999996365408252,"Q6AZ64",NA,"Xrcc6","tr|Q6AZ64|Q6AZ64_RAT X-ray repair complementing defective repair in Chinese hamster cells 6, isoform CRA_a OS=Rattus norvegicus OX=10116 GN=Xrcc6 PE=1 SV=1;tr|Q8VIB1|Q8VIB1_RAT G22p1 OS=Rattus norvegicus OX=10116 GN=G22p1 PE=2 SV=1;tr|E9PT85|E9PT85_RAT X-r",69.486,608,"608;609;609",39.707,56775000,82669000,60844000,63038000,67236000,30845000,30397000,6205200,16314000,15484000,2027700,2952500,2173000,2251400,2401300,1101600,1085600,221610,582640,552990,54156000,64633000,65720000,52511000,69289000,50912000,49691000,40615000,36321000,54434000,9,11,14,13,11,8,6,2,6,7
"Q6DGF2",0.553592292774607,4.95266505644943,0.437037540029095,0.508555785265024,0.999996365408252,"Q6DGF2",NA,"Clint1","tr|Q6DGF2|Q6DGF2_RAT Clathrin interactor 1 OS=Rattus norvegicus OX=10116 GN=Clint1 PE=1 SV=1",52.139,472,"472;506",13.353,8642100,54261000,39269000,19583000,30002000,32384000,48139000,30979000,38239000,22619000,432100,2713100,1963400,979160,1500100,1619200,2407000,1549000,1912000,1131000,0,46159000,34550000,43521000,3.3e+07,42978000,52167000,41288000,46483000,45771000,0,6,7,3,6,7,7,7,6,5
"Q6DGG0;M0RB67",0.284283208279523,6.90972324859009,0.115767254407865,0.733671374678,0.999996365408252,"Q6DGG0","Peptidyl-prolyl cis-trans isomerase D","Ppid;Ppidl1","sp|Q6DGG0|PPID_RAT Peptidyl-prolyl cis-trans isomerase D OS=Rattus norvegicus OX=10116 GN=Ppid PE=1 SV=3;tr|M0RB67|M0RB67_RAT Peptidylprolyl isomerase D-like 1 OS=Rattus norvegicus OX=10116 GN=Ppidl1 PE=4 SV=2",40.765,370,"370;407",57.567,248270000,239190000,156670000,183200000,64376000,101650000,128830000,142190000,99043000,84133000,11823000,11390000,7460500,8723800,3065500,4840400,6134700,6770700,4716300,4006300,136810000,156100000,130510000,144460000,112360000,132450000,171810000,186350000,170500000,159060000,19,16,13,15,13,15,16,16,11,13
"Q6EV70",0.208774381466102,4.47826832828208,0.0624828044804649,0.802613946414689,0.999996365408252,"Q6EV70","GDP-fucose protein O-fucosyltransferase 1","Pofut1","sp|Q6EV70|OFUT1_RAT GDP-fucose protein O-fucosyltransferase 1 OS=Rattus norvegicus OX=10116 GN=Pofut1 PE=1 SV=1",44.982,395,"395",8.6709,44031000,48094000,39186000,20258000,26571000,19048000,22271000,13567000,29129000,13732000,2001400,2186100,1781200,920830,1207800,865830,1012300,616680,1324100,624200,23118000,28432000,25984000,28135000,24055000,22645000,29591000,30991000,33648000,31562000,6,5,7,3,5,4,3,2,3,3
"Q6GMM8",-0.443547216980897,9.09165429886736,0.281165067245151,0.59593860531187,0.999996365408252,"Q6GMM8",NA,"Slc27a1","tr|Q6GMM8|Q6GMM8_RAT Long-chain fatty acid transport protein 1 OS=Rattus norvegicus OX=10116 GN=Slc27a1 PE=1 SV=1",71.346,646,"646",148.4,750210000,1053100000,792910000,691610000,623480000,412390000,336140000,333320000,357840000,175990000,25007000,35104000,26430000,23054000,20783000,13746000,11205000,11111000,11928000,5866300,807890000,891400000,801470000,638270000,808870000,686240000,551200000,578980000,509270000,541180000,31,42,46,42,44,30,29,31,30,25
"Q6GMN6;P11466;A0A0G2JZK8",-1.70016970398956,6.08005013214905,3.92745979047994,0.0475036478769634,0.999996365408252,"Q6GMN6","Peroxisomal carnitine O-octanoyltransferase","Crot","tr|Q6GMN6|Q6GMN6_RAT Carnitine O-octanoyltransferase OS=Rattus norvegicus OX=10116 GN=Crot PE=1 SV=1;sp|P11466|OCTC_RAT Peroxisomal carnitine O-octanoyltransferase OS=Rattus norvegicus OX=10116 GN=Crot PE=1 SV=3;tr|A0A0G2JZK8|A0A0G2JZK8_RAT Peroxisomal car",70.288,612,"612;612;487",47.523,134470000,212680000,113760000,73601000,100620000,33713000,25460000,25823000,12820000,13338000,4074800,6444800,3447200,2230300,3049100,1021600,771510,782520,388500,404190,141090000,195360000,110230000,68867000,134380000,66211000,39027000,33586000,24268000,33930000,11,20,11,10,12,6,6,6,3,4
"Q6GT74;P26453-2;P26453",1.19772297547215,7.71079167280692,2.00171975438534,0.157120851352252,0.999996365408252,"Q6GT74","Basigin","Bsg","tr|Q6GT74|Q6GT74_RAT Basigin OS=Rattus norvegicus OX=10116 GN=Bsg PE=2 SV=1;sp|P26453-2|BASI_RAT Isoform 2 of Basigin OS=Rattus norvegicus OX=10116 GN=Bsg;sp|P26453|BASI_RAT Basigin OS=Rattus norvegicus OX=10116 GN=Bsg PE=1 SV=2",29.585,272,"272;272;388",85.503,138610000,125350000,124310000,158280000,103490000,320040000,366050000,270610000,268090000,192350000,12601000,11396000,11301000,14389000,9408400,29095000,33277000,24601000,24372000,17487000,152970000,155030000,157960000,182310000,149640000,367800000,380970000,380340000,337800000,343800000,10,9,13,12,10,19,19,19,17,20
"Q6IE67;P18422",0.0246609162276961,7.57855924339169,0.000872565083653659,0.976434545408029,0.999996365408252,"Q6IE67","Proteasome subunit alpha type;Proteasome subunit alpha type-3","Psma3","tr|Q6IE67|Q6IE67_RAT Proteasome subunit alpha type OS=Rattus norvegicus OX=10116 GN=psma3l PE=2 SV=1;sp|P18422|PSA3_RAT Proteasome subunit alpha type-3 OS=Rattus norvegicus OX=10116 GN=Psma3 PE=1 SV=3",28.354,255,"255;255",70.87,515020000,380650000,281320000,186090000,211300000,198880000,241500000,157920000,197530000,147300000,36787000,27189000,20095000,13292000,15093000,14206000,17250000,11280000,14109000,10522000,266250000,241830000,272120000,188040000,222010000,251520000,258210000,209480000,242590000,234600000,26,15,24,16,18,17,21,20,13,18
"Q6IMX3;P15651",-0.340166598109347,5.54090890802187,0.165639749582572,0.684016334875911,0.999996365408252,"Q6IMX3","Short-chain specific acyl-CoA dehydrogenase, mitochondrial","Acads","tr|Q6IMX3|Q6IMX3_RAT Acetyl-Coenzyme A dehydrogenase, short chain, isoform CRA_a OS=Rattus norvegicus OX=10116 GN=Acads PE=1 SV=1;sp|P15651|ACADS_RAT Short-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Rattus norvegicus OX=10116 GN=Acads PE=1 SV=",44.967,414,"414;412",43.741,108060000,111490000,83095000,44813000,57733000,25503000,27062000,77576000,10725000,13763000,5145800,5309000,3956900,2133900,2749200,1214400,1288700,3694100,510700,655390,65324000,74791000,53726000,69213000,63237000,50782000,52483000,74478000,28198000,48731000,13,12,7,7,7,7,6,5,3,4
"Q6IMX4;P97544",-0.0203581436485551,8.01707451129097,0.00059464455531634,0.980545245949918,0.999996365408252,"Q6IMX4","Lipid phosphate phosphohydrolase 3","Ppap2b","tr|Q6IMX4|Q6IMX4_RAT Phosphatidic acid phosphatase type 2B OS=Rattus norvegicus OX=10116 GN=Plpp3 PE=1 SV=1;sp|P97544|PLPP3_RAT Phospholipid phosphatase 3 OS=Rattus norvegicus OX=10116 GN=Plpp3 PE=1 SV=1",35.233,312,"312;312",70.289,544490000,476950000,374180000,303060000,236570000,247030000,253230000,203320000,241490000,111180000,38892000,34068000,26727000,21647000,16898000,17645000,18088000,14523000,17249000,7941400,378600000,314270000,324610000,289720000,330500000,312940000,365860000,308880000,340640000,269820000,20,20,20,19,12,15,16,17,16,14
"Q6IMX7",0.522032349364569,4.34475854169067,0.388887808060381,0.532884597043777,0.999996365408252,"Q6IMX7","Hsp70-binding protein 1","Hspbp1","sp|Q6IMX7|HPBP1_RAT Hsp70-binding protein 1 OS=Rattus norvegicus OX=10116 GN=Hspbp1 PE=1 SV=1",39.19,357,"357",27.552,41100000,32772000,21445000,14532000,15952000,25954000,24351000,14807000,17871000,20457000,2283300,1820600,1191400,807340,886240,1441900,1352800,822590,992850,1136500,22520000,20802000,19134000,21692000,20519000,26330000,31098000,25358000,30097000,35697000,7,5,4,3,4,5,4,5,4,6
"Q6IMY8;Q63555;A0A0G2JZ52",-0.207797576490104,11.8547081267589,0.0618999938222111,0.80351773934446,0.999996365408252,"Q6IMY8",NA,"Hnrnpu","sp|Q6IMY8|HNRPU_RAT Heterogeneous nuclear ribonucleoprotein U OS=Rattus norvegicus OX=10116 GN=Hnrnpu PE=1 SV=1;tr|Q63555|Q63555_RAT SP120 OS=Rattus norvegicus OX=10116 PE=2 SV=1;tr|A0A0G2JZ52|A0A0G2JZ52_RAT Heterogeneous nuclear ribonucleoprotein U OS=Rat",87.731,798,"798;798;803",323.31,4383700000,6451800000,4834600000,5347400000,4048200000,2699900000,2772400000,1865300000,3005900000,1789300000,125250000,184340000,138130000,152780000,115660000,77141000,79212000,53294000,85883000,51122000,4147100000,5254600000,5100900000,5276900000,5125500000,3.926e+09,4196400000,4234700000,4940300000,4054100000,91,122,117,133,131,76,82,77,108,79
"Q6IMZ3;P48037",0.112216904816575,11.7623443522207,0.0180630807122458,0.893087103199874,0.999996365408252,"Q6IMZ3","Annexin;Annexin A6","Anxa6","tr|Q6IMZ3|Q6IMZ3_RAT Annexin OS=Rattus norvegicus OX=10116 GN=Anxa6 PE=1 SV=1;sp|P48037|ANXA6_RAT Annexin A6 OS=Rattus norvegicus OX=10116 GN=Anxa6 PE=1 SV=2",75.755,673,"673;673",323.31,3546900000,4546300000,4373400000,3943800000,4078200000,3098800000,3584100000,2236400000,2681400000,1776100000,80612000,103320000,99396000,89631000,92686000,70427000,81456000,50827000,60941000,40365000,3.378e+09,3962400000,4477100000,3946700000,5.19e+09,4730400000,5917900000,3712700000,3740700000,4291300000,132,160,165,185,193,137,160,151,162,153
"Q6IN10;P42893-3;P42893;P42893-4;P42893-2",-0.288895303850128,3.45723175949102,0.11954853718882,0.729524654023399,0.999996365408252,"Q6IN10","Endothelin-converting enzyme 1","Ece1","tr|Q6IN10|Q6IN10_RAT Endothelin converting enzyme 1, isoform CRA_a OS=Rattus norvegicus OX=10116 GN=Ece1 PE=1 SV=1;sp|P42893-3|ECE1_RAT Isoform C of Endothelin-converting enzyme 1 OS=Rattus norvegicus OX=10116 GN=Ece1;sp|P42893|ECE1_RAT Endothelin-converti",85.592,754,"754;754;762;767;769",6.2652,14285000,16636000,16655000,13021000,9864100,9731600,7274500,7329100,11653000,2040400,348410,405740,406210,317580,240590,237360,177430,178760,284210,49766,15379000,16242000,13491000,15765000,14902000,15985000,13266000,16133000,16282000,0,4,2,4,3,3,2,2,3,3,0
"Q6IN22;P00787",-0.230345943129062,8.63544435386303,0.0760475230968914,0.782726913299303,0.999996365408252,"Q6IN22","Cathepsin B;Cathepsin B light chain;Cathepsin B heavy chain","Ctsb","tr|Q6IN22|Q6IN22_RAT Cathepsin B OS=Rattus norvegicus OX=10116 GN=Ctsb PE=1 SV=1;sp|P00787|CATB_RAT Cathepsin B OS=Rattus norvegicus OX=10116 GN=Ctsb PE=1 SV=2",37.544,339,"339;339",312.07,1029700000,803850000,572700000,567840000,545430000,295600000,442240000,268710000,405590000,205800000,54194000,42308000,30142000,29887000,28707000,15558000,23276000,14142000,21347000,10831000,546180000,557460000,522950000,541300000,526230000,416640000,493570000,407140000,453530000,500020000,37,31,31,30,26,26,30,22,20,25
"Q6IN39;P97852",0.0256355958290151,9.55901257370345,0.000942900400274532,0.975503461161825,0.999996365408252,"Q6IN39","Peroxisomal multifunctional enzyme type 2;(3R)-hydroxyacyl-CoA dehydrogenase;Enoyl-CoA hydratase 2","Hsd17b4","tr|Q6IN39|Q6IN39_RAT Hsd17b4 protein OS=Rattus norvegicus OX=10116 GN=Hsd17b4 PE=1 SV=1;sp|P97852|DHB4_RAT Peroxisomal multifunctional enzyme type 2 OS=Rattus norvegicus OX=10116 GN=Hsd17b4 PE=1 SV=3",81.088,751,"751;735",290.64,1070700000,1144400000,850760000,986780000,701560000,594220000,655690000,564240000,565580000,349690000,26767000,28611000,21269000,24669000,17539000,14856000,16392000,14106000,14139000,8742200,871240000,999950000,987700000,969810000,862290000,925680000,959860000,977280000,910160000,949070000,48,54,53,54,53,49,51,51,54,40
"Q6IRE4",0.494878853643917,5.50880484059773,0.349675062909814,0.554297126718247,0.999996365408252,"Q6IRE4","Tumor susceptibility gene 101 protein","Tsg101","sp|Q6IRE4|TS101_RAT Tumor susceptibility gene 101 protein OS=Rattus norvegicus OX=10116 GN=Tsg101 PE=1 SV=1",44.077,391,"391",21.27,68816000,72986000,59026000,48366000,32898000,55132000,52468000,76732000,49050000,27657000,3621900,3841400,3106600,2545600,1731500,2901700,2761500,4038500,2581600,1455600,42232000,48164000,42977000,57401000,46230000,60286000,63634000,76590000,73546000,56900000,8,10,12,7,7,10,9,12,9,6
"Q6IRG9;P53676",-0.18673009198016,4.31027400083756,0.0499934192713738,0.823074725108118,0.999996365408252,"Q6IRG9","AP-3 complex subunit mu-1","Ap3m1","tr|Q6IRG9|Q6IRG9_RAT AP-3 complex subunit mu-1 OS=Rattus norvegicus OX=10116 GN=Ap3m1 PE=1 SV=1;sp|P53676|AP3M1_RAT AP-3 complex subunit mu-1 OS=Rattus norvegicus OX=10116 GN=Ap3m1 PE=1 SV=1",46.977,418,"418;418",24.427,23151000,43226000,23360000,24210000,28247000,30626000,29370000,12540000,19993000,5196200,1052300,1964800,1061800,1100400,1284000,1392100,1335000,570020,908790,236190,24390000,27580000,27241000,27108000,26208000,27269000,31544000,28162000,28826000,0,4,8,5,5,7,9,9,4,6,2
"Q6IRJ7;Q8VIN2",0.573057920057934,6.05444609242863,0.46810909948892,0.493858359731421,0.999996365408252,"Q6IRJ7","Annexin","Anxa7","tr|Q6IRJ7|Q6IRJ7_RAT Annexin OS=Rattus norvegicus OX=10116 GN=Anxa7 PE=1 SV=1;tr|Q8VIN2|Q8VIN2_RAT Annexin OS=Rattus norvegicus OX=10116 PE=2 SV=1",50.019,463,"463;463",43.09,65386000,47716000,69432000,32973000,64313000,77458000,70034000,96438000,77820000,64628000,3113600,2272200,3306300,1570200,3062500,3688500,3335000,4592300,3705700,3077500,64904000,56557000,78795000,64924000,70225000,99164000,107640000,95891000,94109000,96492000,14,7,15,5,13,20,18,17,19,20
"Q6IRK8",-0.0031842319046185,11.2698512573275,1.45476884743367e-05,0.996956761393718,0.999996365408252,"Q6IRK8",NA,"Sptan1","tr|Q6IRK8|Q6IRK8_RAT Spectrin alpha chain, non-erythrocytic 1 OS=Rattus norvegicus OX=10116 GN=Sptan1 PE=1 SV=1",282.38,2452,"2452",323.31,3.324e+09,3339800000,2578600000,3348800000,2854700000,1735300000,1722800000,1438500000,2118400000,1197100000,23574000,23686000,18288000,23751000,20246000,12307000,12219000,10202000,15024000,8489800,3272800000,2759500000,2716800000,3314800000,3443100000,2772800000,2919400000,3175100000,3505500000,2946800000,172,179,165,202,204,142,141,146,174,156
"Q6IRS8;F7EVX2;Q62818",0.514048670627058,3.16130451407664,0.377146132006089,0.539134549444272,0.999996365408252,"Q6IRS8","Translation initiation factor eIF-2B subunit beta","Eif2b2","tr|Q6IRS8|Q6IRS8_RAT Eukaryotic translation initiation factor 2B, subunit 2 beta OS=Rattus norvegicus OX=10116 GN=Eif2b2 PE=2 SV=1;tr|F7EVX2|F7EVX2_RAT Translation initiation factor eIF-2B subunit beta OS=Rattus norvegicus OX=10116 GN=Eif2b2 PE=1 SV=1;sp|Q",38.842,351,"351;382;351",7.8482,21805000,26208000,15506000,5013600,18188000,12102000,10393000,10806000,2476000,11399000,1362800,1638000,969140,313350,1136800,756390,649550,675350,154750,712450,11670000,12766000,10900000,10904000,0,14614000,15097000,17873000,0,17379000,5,4,4,3,2,2,3,4,0,2
"Q6LDS4;P07632;Q6PEC5",-0.0650663834942843,9.12606510522694,0.00607381045212152,0.937880032519927,0.999996365408252,"Q6LDS4","Superoxide dismutase [Cu-Zn]","Sod1","tr|Q6LDS4|Q6LDS4_RAT Superoxide dismutase [Cu-Zn] OS=Rattus norvegicus OX=10116 PE=2 SV=1;sp|P07632|SODC_RAT Superoxide dismutase [Cu-Zn] OS=Rattus norvegicus OX=10116 GN=Sod1 PE=1 SV=2;tr|Q6PEC5|Q6PEC5_RAT Sod_Cu domain-containing protein (Fragment) OS=Ra",15.709,152,"152;154;163",37.084,851630000,1027700000,804900000,883540000,696090000,666390000,522200000,444700000,437590000,335180000,94626000,114190000,89434000,98172000,77343000,74043000,58022000,49411000,48621000,37242000,477320000,783760000,755380000,875530000,690550000,936970000,698640000,594250000,541750000,612690000,17,18,21,19,17,19,20,13,15,18
"Q6LED0",-0.395636900110105,13.6711008348737,0.223883495520226,0.636096688559777,0.999996365408252,"Q6LED0","Histone H3.1",NA,"sp|Q6LED0|H31_RAT Histone H3.1 OS=Rattus norvegicus OX=10116 PE=1 SV=3",15.404,136,"136",156.78,2.8558e+10,1.947e+10,2.5302e+10,1.886e+10,2.36e+10,1.5937e+10,1.0002e+10,8703400000,4057900000,7669200000,7139600000,4867600000,6325400000,4.715e+09,5900100000,3984400000,2500400000,2175800000,1014500000,1917300000,1.8159e+10,1.2786e+10,2.3091e+10,1.8998e+10,2e+10,1.6805e+10,1.3349e+10,1.2181e+10,1.3349e+10,1.4164e+10,161,109,136,107,123,98,89,76,64,72
"Q6MG08",0.0102320856498459,6.72643350163458,0.000150214592292253,0.99022120705814,0.999996365408252,"Q6MG08","ATP-binding cassette sub-family F member 1","Abcf1","sp|Q6MG08|ABCF1_RAT ATP-binding cassette sub-family F member 1 OS=Rattus norvegicus OX=10116 GN=Abcf1 PE=1 SV=1",95.251,839,"839",199.32,106390000,164770000,107640000,153530000,116150000,62069000,74545000,69380000,91879000,41381000,2955300,4577100,2990000,4264700,3226400,1724100,2070700,1927200,2552200,1149500,119150000,130990000,131120000,135610000,145150000,122680000,131130000,141660000,142190000,122310000,12,16,11,16,15,10,9,11,13,8
"Q6MG49;A0A0G2K7C1;Q6MG49-2",0.0289346415102855,6.51674807470805,0.00120119531905061,0.972352240781272,0.999996365408252,"Q6MG49","Large proline-rich protein BAG6","Bag6","sp|Q6MG49|BAG6_RAT Large proline-rich protein BAG6 OS=Rattus norvegicus OX=10116 GN=Bag6 PE=1 SV=2;tr|A0A0G2K7C1|A0A0G2K7C1_RAT Large proline-rich protein BAG6 OS=Rattus norvegicus OX=10116 GN=Bag6 PE=1 SV=1;sp|Q6MG49-2|BAG6_RAT Isoform 2 of Large proline-",120.01,1146,"1146;1079;1096",82.054,113770000,137560000,119650000,141400000,59730000,64722000,53162000,56821000,73901000,41546000,3555400,4298800,3739000,4418700,1866600,2022600,1661300,1775700,2309400,1298300,108940000,107760000,114390000,129320000,108200000,100050000,104440000,120520000,120910000,127930000,11,14,12,15,12,10,9,11,11,9
"Q6MG60",0.076969482530976,8.64001124043084,0.00849904904099534,0.926546854929395,0.999996365408252,"Q6MG60","N(G),N(G)-dimethylarginine dimethylaminohydrolase 2","Ddah2","sp|Q6MG60|DDAH2_RAT N(G),N(G)-dimethylarginine dimethylaminohydrolase 2 OS=Rattus norvegicus OX=10116 GN=Ddah2 PE=1 SV=1",29.688,285,"285",183.78,742970000,726400000,521650000,510420000,404830000,447500000,435090000,296270000,351380000,312090000,43704000,42730000,30685000,30025000,23814000,26323000,25594000,17428000,20670000,18359000,503800000,520750000,456420000,481110000,474430000,472190000,549900000,450130000,513600000,555570000,31,36,27,30,32,27,22,28,24,28
"Q6MG61",1.0784384309514,8.7435570089195,1.63122628702102,0.201533519706243,0.999996365408252,"Q6MG61","Chloride intracellular channel protein 1","Clic1","sp|Q6MG61|CLIC1_RAT Chloride intracellular channel protein 1 OS=Rattus norvegicus OX=10116 GN=Clic1 PE=1 SV=1",26.98,241,"241;193;88",197.03,550330000,460130000,420150000,308190000,268240000,687560000,552530000,402130000,466280000,409080000,36689000,30675000,28010000,20546000,17883000,45837000,36835000,26809000,31085000,27272000,372410000,339650000,349870000,338400000,328600000,759550000,669410000,707560000,738480000,734010000,27,21,29,24,27,31,30,28,30,36
"Q6NT88;P60825",-0.592356349993023,6.18010591163909,0.499946447674365,0.479523653557498,0.999996365408252,"Q6NT88","Cold-inducible RNA-binding protein","Cirbp","tr|Q6NT88|Q6NT88_RAT Cold inducible RNA binding protein OS=Rattus norvegicus OX=10116 GN=Cirbp PE=2 SV=1;sp|P60825|CIRBP_RAT Cold-inducible RNA-binding protein OS=Rattus norvegicus OX=10116 GN=Cirbp PE=2 SV=1",18.637,172,"172;172",44.716,180280000,81643000,140980000,131360000,140030000,69259000,42779000,44972000,28036000,61765000,16389000,7422100,12816000,11942000,12730000,6296200,3889000,4088400,2548700,5615000,95677000,72183000,153300000,108540000,117720000,82964000,60210000,62125000,68385000,84540000,6,5,3,5,8,3,5,3,2,6
