"gene_names","logFC","logCPM","LR","PValue","FDR","TICI1","TICI2","TICI3","TICI4","TICI5","VEH1","VEH3","VEH4","VEH5","peptide_no","percent_sequence_coverage","mol_weight","q_value","score","intensity","msms_count","protein_ids","protein_names"
"Slc25a11",0.0187869052522923,9.31153534625033,0.0219424872066156,0.882240199855914,0.999672994216681,179260,185340,222120,208700,225380,186850,227930,201620,211160,7,25.5,34.133,0,32.976,2246400000,18,"P97700","Mitochondrial 2-oxoglutarate/malate carrier protein"
"Slc25a18",-0.0146797885172508,7.64776975066233,0.0134004995258579,0.907842335316131,0.999672994216681,75957,49470,68695,64026,59424,86540,56237,61871,58037,4,12.8,34.17,0,12.135,750870000,6,"Q505J6","Mitochondrial glutamate carrier 2"
"Slc25a20",0.0272731387900182,9.22095319012946,0.0462317117307975,0.829755149640303,0.999672994216681,138560,190410,196040,214310,222230,134270,216250,211570,215610,6,26.9,33.154,0,25.376,1477600000,15,"P97521","Mitochondrial carnitine/acylcarnitine carrier protein"
"Slc25a3",-0.0876661893379174,10.7347851921591,0.479116415876888,0.488822816721495,0.999672994216681,407520,486020,599880,560370,599520,508680,629850,598020,574110,12,36.8,39.445,0,104,1.5853e+10,42,"P16036","Phosphate carrier protein, mitochondrial"
"Slc25a4",0.0422009988856608,11.4617603850856,0.110673304790907,0.739378886200086,0.999672994216681,764920,813740,938930,1023200,1028400,783300,947150,947100,966990,20,55.7,32.989,0,140.46,8.5986e+10,105,"Q05962","ADP/ATP translocase 1"
"Slc25a5",-0.00661045901550144,10.4263396753382,0.00271888323277381,0.958414820919789,0.999672994216681,412260,376880,445230,482140,476760,412180,463300,464590,470150,20,57.7,32.901,0,39.126,3.3326e+10,38,"Q09073","ADP/ATP translocase 2;ADP/ATP translocase 2, N-terminally processed"
"Slc27a1",-0.147101549975103,9.70953665756592,1.35053980611156,0.245183769351541,0.999672994216681,177530,256780,234260,299470,309810,180280,298110,343280,346360,10,23.1,71.282,0,78.587,3881800000,33,"P97849","Long-chain fatty acid transport protein 1"
"Slc3a2",0.0323157014152224,10.7408789926859,0.0649117161465256,0.798894739615153,0.999672994216681,470460,508200,592730,587420,600450,484250,590260,562260,582240,16,44.8,58.071,0,125.61,1.8554e+10,60,"Q794F9","4F2 cell-surface antigen heavy chain"
"Slc4a4",-0.0979746582668021,9.39121441390287,0.598456908332878,0.439167391851816,0.999672994216681,162720,188940,216920,226940,247620,171040,240180,243650,263070,10,12.7,121.34,0,102.58,6763100000,35,"Q9JI66","Electrogenic sodium bicarbonate cotransporter 1"
"Slc6a11",-0.205144827318212,7.14125237366896,2.62667396280915,0.105081631363387,0.999672994216681,50016,24792,55608,40952,40465,60445,47783,45631,44930,1,2.6,69.946,0,16.649,388130000,3,"P31647","Sodium- and chloride-dependent GABA transporter 3"
"Slc7a5",-0.116709915812334,6.00013645206117,0.84741150838488,0.357285642300992,0.999672994216681,18256,17767,24230,17340,20872,20252,25513,19242,22757,1,2.7,55.903,0,18.098,1272200000,5,"Q63016","Large neutral amino acids transporter small subunit 1"
"Slc9a3r1",0.074472335269914,7.38407682601981,0.343997028960075,0.557531097347696,0.999672994216681,59097,43418,62976,49464,57987,58780,51177,48450,53964,2,5.9,38.83,0,16.575,698350000,5,"Q9JJ19","Na(+)/H(+) exchange regulatory cofactor NHE-RF1"
"Smad3;Smad9;Smad2",-0.0741294351132261,5.10669358688514,0.340734092775335,0.559405795862722,0.999672994216681,10995,9251.5,10733,9936.7,12928,12127,10755,10399,13235,1,3.1,48.08,0,2.555,52160000,1,"P84025;O54835;O70436","Mothers against decapentaplegic homolog 3;Mothers against decapentaplegic homolog 9;Mothers against decapentaplegic homolog 2"
"Smarca4",-0.0960254891895711,6.51875982964779,0.573886052915555,0.448718821509892,0.999672994216681,29186,22567,32609,26182,31872,35986,29567,27209,31628,1,0.6,181.43,0,1.9326,216960000,3,"Q8K1P7","Transcription activator BRG1"
"Smarce1",-0.0877852610382325,6.84061051074494,0.479716586118457,0.488550719508182,0.999672994216681,40793,30040,36583,32523,37656,45679,36223,35140,37803,3,8,42.831,0,4.9819,114700000,3,"Q56A18","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1"
"Smc1a",-0.0903187370081689,8.75365652768201,0.508421042432474,0.475823174718787,0.999672994216681,115160,120540,133270,142450,160200,126710,147370,148430,164830,5,4.5,143.2,0,15.012,538690000,12,"Q9Z1M9","Structural maintenance of chromosomes protein 1A"
"Smc3",0.122223010666385,7.40425847554688,0.925259971451624,0.33609765512643,0.999672994216681,51572,58183,56873,46447,66911,54640,48148,57773,50687,3,3.7,138.45,0,8.0494,752720000,9,"P97690","Structural maintenance of chromosomes protein 3"
"Smu1",-0.0401185163334103,8.07386902240134,0.100171664484435,0.751623727147207,0.999672994216681,79521,72019,87541,89313,97397,84488,90273,87222,97217,3,9,57.55,0,20.292,508890000,7,"Q99M63","WD40 repeat-containing protein SMU1;WD40 repeat-containing protein SMU1, N-terminally processed"
"Snapin",-0.00692697193590393,3.48922499892747,0.00293887794333614,0.956766723066784,0.999672994216681,3562.4,2635.9,4130.9,3702.4,3921.8,3816.5,3578.7,3553.4,3795.2,1,19.1,14.904,0,6.11,340760000,3,"P60192","SNARE-associated protein Snapin"
"Snd1",-0.00593267479885662,10.5176767925783,0.0021898998056713,0.962675525928874,0.999672994216681,512350,397540,473140,441200,509070,524460,462280,441900,495290,20,28.9,101.95,0,129.42,7701200000,46,"Q66X93","Staphylococcal nuclease domain-containing protein 1"
"Snrnp200",-0.0340287665650814,10.4819952864765,0.0720971507817012,0.788307451126453,0.999672994216681,466050,349940,518430,430310,501180,529040,459240,438150,468840,13,9.8,244.87,0,238.52,3828900000,41,"F1LNJ2","U5 small nuclear ribonucleoprotein 200 kDa helicase"
"Snrpb;Snrpn",-0.0497669324945743,7.85644008919247,0.154166349358775,0.694585222555871,0.999672994216681,75234,57638,81963,70149,80068,82698,77479,71903,77077,4,13.4,23.656,0,35.98,2181800000,12,"P17136;P63164","Small nuclear ribonucleoprotein-associated protein B;Small nuclear ribonucleoprotein-associated protein N"
"Snrpc",0.103267298139004,7.62183741085232,0.66099474194602,0.416208981501866,0.999672994216681,56336,62431,59968,67263,78658,51454,60570,63888,73157,2,13.2,17.364,0,6.6136,347850000,4,"D3ZCL3","U1 small nuclear ribonucleoprotein C"
"Snx1",-0.0387825516064108,6.46661291827081,0.093480510253471,0.759798178714517,0.999672994216681,29223,23448,28563,27294,30997,30216,28310,28416,30691,1,1.3,59.044,0.0087227,1.1716,148170000,2,"Q99N27","Sorting nexin-1"
"Snx27",-0.155672066834851,8.02044608784769,1.5120299463959,0.218829595684141,0.999672994216681,78292,62579,92387,73058,89652,95505,93444,80843,90646,5,16.3,61.014,0,16.478,919500000,10,"Q8K4V4","Sorting nexin-27"
"Snx3",-0.0576639892129316,8.4220194584147,0.207065079315612,0.649077554931858,0.999672994216681,108380,96732,114300,102390,115080,118800,118720,104440,117360,6,38.9,18.762,0,15.918,2.046e+09,13,"Q5U211","Sorting nexin-3"
"Snx5",-0.00828882771186355,7.05539203075125,0.00426974865797547,0.947900656588677,0.999672994216681,44333,36355,42151,41235,47709,42460,43723,40612,48391,2,4.2,46.793,0,5.7365,337410000,3,"B1H267","Sorting nexin-5"
"Sod1",-0.0110801476189239,9.94417923155314,0.0076391476962101,0.930351806487176,0.999672994216681,307910,285240,329600,315360,325270,319160,332640,327660,316150,8,55.2,15.911,0,53.746,3.9856e+10,37,"P07632","Superoxide dismutase [Cu-Zn]"
"Sod2",0.0812112381513645,9.48047570700716,0.409326748420426,0.522311419175547,0.999672994216681,388340,184560,218530,161520,201850,495170,133920,123870,135190,5,19.8,24.674,0,18.201,1.1905e+10,24,"P07895","Superoxide dismutase [Mn], mitochondrial"
"Sparc",-0.162686556642985,5.0533592984847,1.64385142879515,0.199797854786152,0.999672994216681,8973.8,8898.6,10589,10694,11234,10064,11898,11774,12636,2,8.6,34.296,0,2.8175,307220000,3,"P16975","SPARC"
"Spcs3",0.160371593295407,3.01621730815157,1.55804763131934,0.211951313685528,0.999672994216681,2554.1,1908.5,3083,2942.6,3147.2,2504.2,2695.5,2346.9,2387.2,1,8.3,20.16,0,2.0331,36154000,1,"Q568Z4","Signal peptidase complex subunit 3"
"Spr",-0.0699463447237837,6.94306428545588,0.304470571660033,0.581093252969186,0.999672994216681,36259,33088,40915,37516,44880,44750,39818,38482,42408,3,18.7,28.128,0,9.5673,112400000,3,"P18297","Sepiapterin reductase"
"Sptan1",-0.0269668311468964,12.7474607752837,0.0452745047841745,0.831500073858838,0.999672994216681,1756800,2007000,2242300,2300900,2611700,1820800,2352200,2358800,2614300,81,41.4,284.63,0,323.31,4.1068e+10,198,"P16086","Spectrin alpha chain, non-erythrocytic 1"
"Sptbn2",0.0463573890552542,8.99326152105651,0.133493674788923,0.714836827627425,0.999672994216681,138620,142990,180660,171990,194140,135270,171600,164420,187350,6,2.4,271.06,0,18.658,3993800000,21,"Q9QWN8","Spectrin beta chain, non-erythrocytic 2"
"Sptlc2",0.159515557097894,3.59993527382443,1.55272657973687,0.212733374850894,0.999672994216681,4004.2,3242.6,4358.9,4430.8,4277.9,3861.6,3740.6,3528,3775.3,1,3.9,62.961,0,2.4128,37733000,1,"Q3B7D2","Serine palmitoyltransferase 2 (EC 2.3.1.50) (Long chain base biosynthesis protein 2) (LCB 2) (Serine-palmitoyl-CoA transferase 2) (SPT 2)"
"Sqle",0.0725011275664292,6.60217618691598,0.325792112048106,0.568147413722639,0.999672994216681,32713,27389,34819,30039,33393,36094,29447,27853,30031,2,6.5,64.023,0,10.042,205310000,4,"P52020","Squalene monooxygenase"
"Sqstm1",-0.0461672303598296,2.00799107956165,0.127091322518584,0.72146712609122,0.999672994216681,1076.7,1068.7,1480.2,1266.8,1452.9,1452.6,1439.1,890.09,1586.6,1,4.1,47.681,0,3.383,62710000,1,"O08623","Sequestosome-1"
"Src;Fyn;Lck;Yes1",-0.0725835530948424,7.64521566461506,0.328065557108289,0.566800384416103,0.999672994216681,74335,50954,64195,58078,63989,81063,62739,59172,65900,2,3.4,59.972,0,7.5741,938250000,5,"Q9WUD9;Q62844;Q01621;F1LM93","Proto-oncogene tyrosine-protein kinase Src;Tyrosine-protein kinase Fyn;Proto-oncogene tyrosine-protein kinase LCK;Tyrosine-protein kinase Yes"
"Srgap2",0.125190516133278,4.32294589585547,0.962993737465524,0.326433758615077,0.999672994216681,7329.1,5243,7731.1,5898.1,6977.1,6733.3,6020.5,5705.7,6490.9,1,1.1,120.88,0,17.009,67049000,3,"D4A208","SLIT-ROBO Rho GTPase-activating protein 2"
"Srp54",-0.0233902619211212,7.08090217639535,0.0340141754254546,0.853676667409747,0.999672994216681,46850,34443,47203,39893,46266,51153,43620,39404,44464,3,7.7,55.704,0,22.963,248550000,4,"Q6AYB5","Signal recognition particle 54 kDa protein"
"Srprb",0.0307647540343935,5.51474824483697,0.0586084219657508,0.808709060167031,0.999672994216681,15020,14127,13417,14098,16810,12945,15022,14776,16647,1,3,29.569,0,2.4721,67552000,1,"Q4FZX7","Signal recognition particle receptor subunit beta"
"Srsf2",-0.0423934084331732,7.14673821849423,0.111792618187337,0.738112423018579,0.999672994216681,46470,37469,49224,43211,46717,53920,44059,44521,45751,3,16.3,25.476,0,14.295,2148500000,7,"Q6PDU1","Serine/arginine-rich splicing factor 2"
"Srsf5",0.0964705639888378,7.69607055691651,0.576991494112008,0.447493981220224,0.999672994216681,57295,66099,63810,71789,82121,47985,66442,72708,75974,2,8.2,30.891,0,3.7789,360530000,5,"Q09167","Serine/arginine-rich splicing factor 5"
"Srsf6",-0.180560027294695,4.12185361555835,2.01554737510025,0.155695111466616,0.999672994216681,7496.8,2704.1,8266.8,3703.8,4056.3,11707,5433.8,3067.6,3776.8,1,2.1,39.025,0.0025381,1.6088,262300000,2,"G3V6S8","Serine/arginine-rich splicing factor 6"
"Srsf9",0.0396215810915693,4.60573655276966,0.0968547275678162,0.755637239946628,0.999672994216681,7846.1,6227.6,9244,7178.4,8985.8,8585.2,8229.8,6788.2,7762,1,3.2,25.498,0.0062775,1.3489,633340000,3,"Q5PPI1","Serine/arginine-rich splicing factor 9"
"Ssb",-0.0325641994792942,9.5901884833324,0.0660152639165972,0.797229447444346,0.999672994216681,234770,199140,270270,242070,275350,263400,265040,238830,254720,11,30.8,47.777,0,45.806,5161200000,29,"P38656","Lupus La protein homolog"
"Ssbp1",-0.0935240752278391,3.57693743704842,0.53736143372595,0.463528295616273,0.999672994216681,2762,3316.8,3795.8,3718.5,5047.9,3128.8,4363.6,4415.8,4341.3,1,11.9,17.455,0,7.3386,41774000,1,"P28042","Single-stranded DNA-binding protein, mitochondrial"
"Ssr1",0.00945392827189595,8.01843511712176,0.00555554335551278,0.940584280947821,0.999672994216681,86181,76983,86441,80252,83405,101790,87136,71209,76997,3,16,35.629,0,24.803,1.39e+09,10,"Q7TPJ0","Translocon-associated protein subunit alpha"
"Ssr4",-0.0523952975150062,5.13666775615852,0.17015351254463,0.679975412265296,0.999672994216681,11440,9269.3,12055,10512,11977,13147,11315,10447,12061,2,16.8,18.979,0,3.1886,102840000,2,"Q07984","Translocon-associated protein subunit delta"
"Ssrp1",-0.164469727222483,7.05019137586925,1.68692606312484,0.194006677835045,0.999672994216681,42455,32998,43610,37576,44319,54245,44709,39763,45546,1,2.1,80.914,0,3.636,349820000,4,"Q04931","FACT complex subunit SSRP1"
"St13",-0.0714193281325274,9.33978364221338,0.317815210059507,0.572923591360662,0.999672994216681,189440,174720,215320,204800,229000,206070,225990,218210,222810,10,24.7,41.279,0,43.716,7641400000,27,"P50503","Hsc70-interacting protein"
"Stat5b",0.0857494365052248,7.17836582665299,0.45584208299168,0.499573619478441,0.999672994216681,49265,41696,46844,43698,55970,50029,41723,43284,48456,2,3.2,90.222,0,3.3923,158900000,4,"P52632","Signal transducer and activator of transcription 5B"
"Stip1",0.079076262896084,10.8919589219619,0.388174570853607,0.533260488709459,0.999672994216681,616020,555360,629430,612770,691820,604920,586810,589940,634130,20,41.3,62.569,0,79.792,1.1777e+10,50,"O35814","Stress-induced-phosphoprotein 1"
"Stk24",0.123802032997849,7.86978999036582,0.949557518168945,0.329831952825981,0.999672994216681,73782,72398,72511,78325,90386,67573,70093,74944,79998,2,5.1,47.989,0,6.7268,373430000,7,"B0LT89","Serine/threonine-protein kinase 24;Serine/threonine-protein kinase 24 35 kDa subunit;Serine/threonine-protein kinase 24 12 kDa subunit"
"Stk3",-0.0734185512258387,3.06421176416727,0.328911158219647,0.566300942035157,0.999672994216681,2631.4,1865.9,2779.2,2975.5,2840,3114.3,2810.7,2191.8,3154.9,1,2.9,56.121,0.008125,1.2226,19888000,1,"O54748","Serine/threonine-protein kinase 3;Serine/threonine-protein kinase 3 36kDa subunit;Serine/threonine-protein kinase 3 20kDa subunit"
"Stmn1",-0.0814980970179877,7.94474141072858,0.413753473288949,0.520070512340613,0.999672994216681,70912,69052,75220,75511,93630,75174,85838,81074,91793,4,28.9,17.288,0,14.644,1787500000,9,"P13668","Stathmin"
"Stmn2",-0.188773730946589,7.3973138181672,2.22398589595503,0.135881850968427,0.999672994216681,50257,40051,55248,48548,60449,58194,61031,54726,63380,2,10.6,20.756,0,5.8449,825920000,4,"P21818","Stathmin-2"
"Stoml2",-0.00892557067378476,8.54782551700774,0.00495533882167365,0.943879933374215,0.999672994216681,99840,107460,123940,124550,141780,112410,115750,129530,135580,6,29.7,38.413,0,46.709,1385600000,14,"Q4FZT0","Stomatin-like protein 2, mitochondrial"
"Strap",-0.019572608137249,7.90708674432995,0.0238285961437441,0.87732183919487,0.999672994216681,73175,68515,73417,74893,91401,70434,76275,82110,89067,3,12.3,38.456,0,16.646,541580000,5,"Q5XIG8","Serine-threonine kinase receptor-associated protein"
"Strn",0.0848227440788008,3.41938001295953,0.439198903318072,0.507509364225107,0.999672994216681,3372.4,2952.4,4100.5,3330.9,3780,3950.6,3308.2,2917.7,3348.4,2,5,86.225,0,9.5678,177220000,2,"P70483","Striatin"
"Stx12",-0.0415383137758508,8.7747883526636,0.107418448983026,0.743102556348873,0.999672994216681,127920,119190,152730,135980,155760,141990,149840,137220,154730,8,41.2,31.187,0,67.271,1361900000,16,"G3V7P1","Syntaxin-12"
"Stx7",-0.00239095223820575,4.2282498137259,0.000352317092586318,0.985024497043156,0.999672994216681,6080.5,5284.9,6168.7,5749.8,6581.5,5345.8,6719.6,5870.9,6707.2,1,6.1,29.85,0,5.3879,34862000,1,"O70257","Syntaxin-7"
"Stxbp2",-0.0147489245210174,3.98562360436336,0.0133869110991514,0.907888863969168,0.999672994216681,5577.1,3984.7,5036,5240.6,5315,6056.2,5153.3,4645.8,4951.4,1,5.1,66.695,0,6.6706,37583000,1,"Q62753","Syntaxin-binding protein 2"
"Sub1",0.0348784695963586,8.09499288879182,0.0755685276849363,0.783395138567271,0.999672994216681,77066,85350,86854,89196,102590,75027,88533,89718,101630,5,48.8,14.441,0,14.55,3820900000,11,"Q63396","Activated RNA polymerase II transcriptional coactivator p15"
"Suclg1",0.0560599364680134,9.3583725537137,0.195184493798706,0.658636187802897,0.999672994216681,161790,221190,193710,241270,246400,149460,213200,234640,249470,8,33.2,36.148,0,66.597,4716600000,20,"P13086","Succinyl-CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial"
"Sumo1",0.120400248805759,3.50326946004062,0.88479773915644,0.346890975825248,0.999672994216681,3664.6,3631.3,3218.5,3732.1,4488.3,3213,3357.8,3584.8,4056.9,1,11.9,11.557,0.0068966,1.3096,122290000,1,"Q5I0H3","Small ubiquitin-related modifier 1"
"Sumo2;Sumo3",-0.0983170221904068,6.74597574678996,0.601805904077864,0.437889820256247,0.999672994216681,32419,28752,34347,32674,38168,33063,36483,37710,39011,2,23.2,10.871,0,7.6969,2306300000,5,"P61959;Q5XIF4","Small ubiquitin-related modifier 2;Small ubiquitin-related modifier 3"
"Syncrip",0.0341450910019755,9.87835486877658,0.0724592383007234,0.787789217821289,0.999672994216681,271260,274270,306380,316780,351710,264530,319100,305220,331630,13,30.6,59.71,0,52.629,1.0977e+10,36,"Q7TP47","Heterogeneous nuclear ribonucleoprotein Q"
"Synpo2",0.00369503714579284,5.63550778799427,0.000846328879049452,0.976791429803207,0.999672994216681,17572,12114,16138,14240,19762,18842,14533,15243,16289,1,1.1,136.02,0,8.4076,40477000,2,"D4A702","Synaptopodin-2 (Myopodin)"
"Taco1",0.158797979172307,4.62262946958981,1.55043182975351,0.213071702434424,0.999672994216681,8129.4,6302.7,9906.4,7646,9445.5,6710.2,7310.7,7961.2,8419.3,1,10.8,32.754,0,7.2513,101060000,1,"B2RYT9","Translational activator of cytochrome c oxidase 1"
"Tagln",0.0273012738245597,10.6495707527692,0.0463358837587293,0.829566395553755,0.999672994216681,396190,512320,548850,441070,701110,365600,598050,484230,650740,14,68.2,22.603,0,71.655,2.5624e+10,58,"P31232","Transgelin"
"Tagln2",0.199284342927746,11.3377750521074,2.45623151161271,0.117059327518121,0.999672994216681,1211500,680380,794150,663780,1028600,1080300,633500,599940,807790,13,79.9,22.393,0,134.59,1.738e+10,52,"Q5XFX0","Transgelin-2"
"Tagln3",0.0761028905834452,6.64056149958708,0.358951276203015,0.549089247457671,0.999672994216681,24634,29939,35441,33451,40313,22021,36542,32118,37006,5,31.7,22.5,0,7.252,109500000,3,"P37805","Transgelin-3"
"Taldo1",-0.0287572196323562,10.4990759934012,0.0514830338324828,0.82050248934662,0.999672994216681,451090,428490,397320,509550,496220,433650,436850,520420,531540,16,43.9,37.46,0,54.989,2.4026e+10,55,"Q9EQS0","Transaldolase"
"Tars",0.0827413647677253,8.69422417366728,0.424801549467475,0.514550836199045,0.999672994216681,146420,120560,130280,132120,146980,146740,119630,125450,132970,7,14,80.575,0,23.036,1751100000,15,"Q5XHY5","Threonine--tRNA ligase, cytoplasmic"
"Tbca",0.0125500376548852,6.73977724887482,0.00977976695256189,0.921223461681417,0.999672994216681,36773,29446,33734,32394,38878,36473,35104,31705,36057,3,25.9,12.744,0.0025397,1.617,504350000,6,"Q6PEC1","Tubulin-specific chaperone A"
"Tbrg4",-0.0826791077879814,5.76438645567038,0.424750562710543,0.514576073824592,0.999672994216681,16634,15031,15553,17489,19898,17729,17840,17576,20509,1,3,71.18,0,2.1267,203160000,3,"Q5M9G9","Protein TBRG4"
"Tbxas1",0.0333289238106126,4.97987449356325,0.0686580837571,0.793300721812509,0.999672994216681,12487,9037.1,9070.6,9397.1,10611,10947,8994,11102,9683,2,9.2,59.974,0,2.9439,101480000,3,"P49430","Thromboxane-A synthase"
"Tcea1",0.00924115630003678,6.17880466584876,0.00529883358649386,0.94197077174787,0.999672994216681,24238,18161,27731,22308,23611,29518,21923,19996,22801,2,6,33.893,0.00064103,1.752,286600000,2,"Q4KLL0","Transcription elongation factor A protein 1"
"Tceb1",-0.0919710733865033,8.52966715757427,0.52717559285793,0.467796725276296,0.999672994216681,118960,87940,134570,107850,125540,145380,120210,113280,121260,5,44.6,12.473,0,99,2.126e+09,9,"P83941","Transcription elongation factor B polypeptide 1"
"Tceb2",0.0363597221964452,7.43493509172054,0.0820889413415671,0.774486250841616,0.999672994216681,47943,50962,54344,59300,67470,47703,55084,59845,61628,3,20.3,13.17,0,5.9717,1.416e+09,8,"P62870","Transcription elongation factor B polypeptide 2"
"Tcp1",-0.000675308684739429,10.8285828309013,2.83711682413923e-05,0.995750120488912,0.999672994216681,546220,534950,538300,614240,667880,530080,586990,633320,638330,19,47.8,60.359,0,165.92,7701500000,51,"P28480","T-complex protein 1 subunit alpha"
"Tf",-0.046163988207819,8.57971937204546,0.13268074988639,0.715668578686561,0.999672994216681,193200,83511,124810,89697,106330,212410,105160,89036,97629,11,18.5,76.394,0,36.726,2992800000,21,"P12346","Serotransferrin"
"Tfip11",-0.0443026317959361,4.36688400881513,0.121192681990422,0.7277445126202,0.999672994216681,7677.2,5001.2,6922,5575.4,7346.5,7681.6,7055.2,5999.2,6700.2,1,2.3,96.151,0,6.3013,226030000,2,"Q5U2Y6","Tuftelin-interacting protein 11"
"Thop1",-0.105821373511521,9.63068900168265,0.698302193733852,0.4033547704648,0.999672994216681,229380,207410,255530,253350,281420,261020,267290,267820,286340,13,26.6,78.385,0,43.426,2831800000,25,"P24155","Thimet oligopeptidase"
"Thrap3",-0.02758740894168,6.90642151184644,0.0473133798593608,0.827805935488241,0.999672994216681,37353,30749,40380,38949,42931,41588,38801,35875,42681,1,0.9,108.25,0.001906,1.6405,431410000,3,"Q5M7V8","Thyroid hormone receptor-associated protein 3"
"Timm10",-0.199011831991785,5.63053360464305,2.46584234011743,0.116345315676082,0.999672994216681,19832,10030,18859,11813,13525,29546,14150,11950,13426,1,10,10.333,0,3.0845,146690000,2,"P62074","Mitochondrial import inner membrane translocase subunit Tim10"
"Timm13",0.0182738483916444,7.26272762761031,0.0207422976950795,0.885483203594855,0.999672994216681,44656,43325,47984,50739,60667,45963,48467,49699,56245,2,26.3,10.458,0,13.754,1737600000,9,"P62076","Mitochondrial import inner membrane translocase subunit Tim13"
"Timm23",-0.0237497054435736,6.26182335829434,0.0350327272468007,0.85152709781119,0.999672994216681,21218,20056,25778,26133,29013,22573,25357,26257,27522,1,10.5,21.907,0,7.1736,340370000,5,"O35093","Mitochondrial import inner membrane translocase subunit Tim23"
"Timm8a",0.0266037168990126,8.42313005938477,0.0439810284890712,0.833888913049529,0.999672994216681,96592,103020,110200,117770,124900,95457,110470,117160,123520,2,28.9,11.042,0,4.4636,730270000,6,"Q9WVA1","Mitochondrial import inner membrane translocase subunit Tim8 A"
"Tiprl",-0.0543647668570591,4.74005878126504,0.182904071608359,0.66888931490112,0.999672994216681,7954.2,6960.2,7840.5,9251.5,10074,7328,8982.1,9977.5,9558.9,1,7.7,31.224,0,4.0202,237430000,2,"A2VCX1","TIP41-like protein"
"Tjp1",-0.0837730840838162,8.28524389145325,0.437265007898873,0.508445482077171,0.999672994216681,84502,88533,109430,90615,113090,88833,104130,98954,132680,7,6.1,197.15,0,33.644,2699600000,19,"A0A0G2K2P5","Tight junction protein ZO-1"
"Tkt",-0.0871184213713638,12.0783148591816,0.473172154648637,0.491531437421807,0.999672994216681,1292800,1292300,1150300,1410500,1559200,1337300,1338600,1562100,1635100,28,61.5,67.643,0,311.02,9.1008e+10,146,"P50137","Transketolase"
"Tm9sf2",0.061986126078201,7.0323714581994,0.238330214829546,0.625414731192383,0.999672994216681,39853,39997,40649,43265,49054,36943,41758,43531,45643,3,9.4,75.585,0,23.07,373980000,4,"Q66HG5","Transmembrane 9 superfamily member 2"
"Tmco1",-0.124096545240199,4.97889590263674,0.955448344757656,0.328336334541653,0.999672994216681,11766,6056.9,14184,7000.6,9578.6,16634,9998.9,7645.6,8593.8,1,8,21.175,0,6.7823,402690000,3,"Q5I0H4","Transmembrane and coiled-coil domains protein 1"
"Tmed10",-0.0466548284590371,8.31116683584253,0.135506602459486,0.712789563548074,0.999672994216681,87740,85183,108030,103990,116600,90332,116870,106470,110940,4,27.9,24.857,0,30.182,2932100000,14,"Q63584","Transmembrane emp24 domain-containing protein 10"
"Tmed2",0.00877314541697912,6.9004464610737,0.00478047095020884,0.944877425711077,0.999672994216681,30773,35402,37759,43455,44139,30255,43089,41988,41166,1,13.9,22.733,0,41.466,566450000,4,"Q63524","Transmembrane emp24 domain-containing protein 2"
"Tmed9",-0.0629676602991335,7.07598496726713,0.246738228178428,0.619381213671946,0.999672994216681,40395,37284,43264,42508,47892,41012,49924,43341,47080,3,11.9,27.028,0,14.666,396220000,4,"Q5I0E7","Transmembrane emp24 domain-containing protein 9"
"Tmem106b",-0.0864904019069253,6.95422996195002,0.465715692822783,0.494964781253146,0.999672994216681,27035,37894,40948,42878,44174,23288,52207,45107,48563,1,9.8,31.152,0,9.497,344070000,6,"Q6AYA5","Transmembrane protein 106B"
"Tmem214",-0.0602763258234672,5.33693916076863,0.225380804725646,0.634970248582338,0.999672994216681,13343,10823,12725,12561,13813,13905,13108,13317,13845,2,4.1,76.565,0,7.0432,1886500000,3,"A1L1L2","Transmembrane protein 214"
"Tmem43",-0.0172779067716816,7.0557018882587,0.0185565315092306,0.891645498786157,0.999672994216681,37961,38762,43350,42934,48380,41661,44691,42666,46715,5,20.8,44.774,0,16.299,814270000,7,"Q5XIP9","Transmembrane protein 43"
"Tmem55a",-0.0630848366991142,4.57910634478405,0.246135696887354,0.61980929248889,0.999672994216681,7703.2,6467.1,7705.1,7382.6,8119.4,8345.7,8088.8,7271.7,8372.3,1,9.3,28.024,0.0019108,1.6844,43067000,1,"Q4V888","Type 2 phosphatidylinositol 4,5-bisphosphate 4-phosphatase"
"Tmod2",-0.00555399521244731,6.9880451762037,0.00191676890502457,0.965079036598184,0.999672994216681,37788,35622,42343,40151,46727,36625,40558,43172,46878,4,21.9,39.491,0,34.426,654610000,7,"P70566","Tropomodulin-2"
"Tmpo",-0.0875164253564222,9.49640280798479,0.477410635950037,0.489597539045178,0.999672994216681,255410,173250,241340,211350,241130,279920,240510,214250,241720,9,27.2,50.277,0,83.314,4183900000,22,"Q62733","Lamina-associated polypeptide 2, isoform beta"
"Tmx2",-0.0183076465439727,4.46423940731986,0.0206944396873041,0.885614480412426,0.999672994216681,7790.5,4799.7,8896.9,6590.7,7048.8,7994.5,7475.4,6509.6,7088.3,2,8.5,33.865,0,4.7501,119520000,3,"Q5XIK2","Thioredoxin-related transmembrane protein 2"
"Tollip",0.00785014717179192,6.74179036752288,0.00382691225024701,0.950672695607284,0.999672994216681,35263,28378,37584,33522,36543,37033,35114,31637,35969,3,13.5,30.314,0,7.7129,319910000,3,"A2RUW1","Toll-interacting protein"
