TICI1,TICI2,TICI3,TICI4,TICI5,VEH1,VEH3,VEH4,VEH5,peptide_no,percent_sequence_coverage,mol_weight,q_value,score,intensity,msms_count,protein_ids,protein_names,gene_names
42240,63702,49218,68578,73919,37147,60639,68928,72893,1,6.8,17.163,0,2.0448,79551000,2,Q27W02,Protein mago nashi homolog,Magoh
19862,19205,22129,21350,21580,20920,20215,18780,22680,2,12.1,33.679,0,17.071,190610000,4,Q4QQR9,Protein MEMO1,Memo1
4696.9,5122.1,5228.1,5866.7,6397.1,4984.8,4955.4,5688.1,6199.6,1,13.1,19.627,0,18.049,303220000,3,Q5BK62,Protein Mpv17,Mpv17
161870,191550,239310,255610,281510,170480,269120,298140,307870,9,33.4,40.779,0,71.013,19562000000,38,Q8VBU2,Protein NDRG2,Ndrg2
38247,35882,48730,40085,45584,43984,47430,47820,48940,1,2.7,41.506,0,3.5999,230390000,2,Q6AYR2,Protein NDRG3,Ndrg3
55142,50501,66515,61574,73175,61478,72016,72581,84214,5,7.5,102.92,0,41.98,464330000,9,Q8VIJ5,Protein O-GlcNAcase,Mgea5
19423,22868,23358,23804,25561,19066,22529,23889,23765,2,6.1,46.509,0,3.4859,94249000,4,G3V9D0,Protein O-glucosyltransferase 1,Poglut1
19525,33716,25531,29606,25245,19248,22103,34099,24026,1,4.7,43.407,0,9.9558,156820000,4,Q5XIP1,Protein pelota homolog,Pelo
16764,15093,18503,16857,21026,16102,19011,17559,21100,2,9.5,15.957,0,12.575,358370000,4,Q8K3F3,Protein phosphatase 1 regulatory subunit 14B,Ppp1r14b
110590,94729,108380,106610,120890,103920,115320,121160,120220,2,10.3,41.296,0,7.2525,1157500000,7,Q5HZV9,Protein phosphatase 1 regulatory subunit 7,Ppp1r7
51711,58131,58475,63376,69967,53735,59700,65580,70570,6,24.4,49.165,0,25.363,1587000000,10,Q9WVR7,Protein phosphatase 1F,Ppm1f
29005,25813,29267,28415,34938,27905,31334,30149,32947,2,4.8,58.742,0,7.1401,196560000,4,F1LNI5,Protein phosphatase 1G,Ppm1g
105610,94801,115450,111910,122850,111870,112920,113890,121690,4,14,42.316,0,23.559,334470000,8,Q4FZT2,Protein phosphatase methylesterase 1,Ppme1
5783,6045.9,6884.7,5774.4,6625.8,6666.6,6884.7,6796.1,7957.9,1,14.3,12.652,0,3.1053,53478000,1,Q5U1Z8,"Protein preY, mitochondrial",Pyurf
61470,55890,64682,60151,72519,56869,55175,56350,61526,3,8.6,46.294,0,12.651,379490000,6,Q3T1I4,Protein PRRC1,Prrc1
111330,153900,135530,146100,162390,119580,187860,180510,206740,7,28.4,37.642,0,45.45,3280100000,16,Q91XU1,Protein quaking,Qki
15477,13803,16320,16753,18336,18433,17057,16774,17629,1,1.6,65.587,0,2.1186,181360000,3,Q66HG8,Protein Red,Ik
24432,23536,28445,26106,31969,23823,26741,27333,26837,2,7.7,22.988,0.0081301,1.2496,422120000,3,Q498C8,Protein RER1,Rer1
64300,90074,97354,118350,109410,59754,111210,126740,113300,3,45.7,10.56,0,24.481,2323000000,9,P35467,Protein S100-A1,S100a1
24996,45134,38009,62305,67348,20699,39974,57303,60451,2,35.8,11.075,0,9.6624,2822400000,7,P05943,Protein S100-A10,S100a10
134470,214300,147470,179250,294030,140250,138270,191640,241180,3,34.7,11.065,0,23.196,2751800000,13,Q6B345,Protein S100-A11,S100a11
34442,44530,38609,39991,55922,35499,35291,47715,51396,2,16.9,10.035,0,3.2858,9678300000,9,P05964,Protein S100-A6,S100a6
80859,77720,117400,116760,115460,84188,121720,125870,120550,3,40.2,10.744,0,16.697,14128000000,21,P04631,Protein S100-B,S100b
42431,39311,44879,43157,52327,44997,43099,44097,53971,4,23.6,35.547,0,32.88,1068400000,7,Q5XFW8,Protein SEC13 homolog,Sec13
17893,13681,18080,16288,19100,18849,18455,16015,18030,1,2.8,88.682,0,4.8785,57211000,1,Q80Z70,Protein sel-1 homolog 1,Sel1l
242980,236860,243290,264100,295010,243790,257920,279020,293690,7,31.8,33.405,0,42.491,19934000000,32,Q63945,Protein SET,Set
16634,15031,15553,17489,19898,17729,17840,17576,20509,1,3,71.18,0,2.1267,203160000,3,Q5M9G9,Protein TBRG4,Tbrg4
203440,176280,206550,196390,232690,207780,188190,196930,230510,14,15.5,135.27,0,39.834,3084000000,25,Q9Z2Q1,Protein transport protein Sec31A,Sec31a
24161,16779,22409,19585,21213,24442,19958,18554,19924,2,4.7,88.067,0,4.9385,385950000,3,Q80W92,Protein VAC14 homolog,Vac14
16765,14047,26217,17880,21006,18921,24785,19371,21302,1,3.2,75.356,0,10.018,162120000,5,P20717,Protein-arginine deiminase type-2,Padi2
49487,31585,48716,36753,47333,58647,41746,39412,46496,2,15.9,24.641,0,15.372,583390000,6,P22062,Protein-L-isoaspartate(D-aspartate) O-methyltransferase,Pcmt1
18380,23186,15823,19637,22525,13495,22794,22676,22521,2,13.4,12.382,0,8.988,2006800000,4,P06302,"Prothymosin alpha;Prothymosin alpha, N-terminally processed;Thymosin alpha",Ptma
74335,50954,64195,58078,63989,81063,62739,59172,65900,2,3.4,59.972,0,7.5741,938250000,5,Q9WUD9;Q62844;Q01621;F1LM93,Proto-oncogene tyrosine-protein kinase Src;Tyrosine-protein kinase Fyn;Proto-oncogene tyrosine-protein kinase LCK;Tyrosine-protein kinase Yes,Src;Fyn;Lck;Yes1
5688.6,3563.9,4314,4867.4,4244.6,5477.9,3773.8,4215.3,4889,1,2.4,97.953,0,6.8803,80288000,1,P54100,Proto-oncogene vav,Vav1
709470,300260,452900,359690,417110,598760,397210,363060,386750,14,61.6,32.302,0,133.38,22639000000,64,P85973,Purine nucleoside phosphorylase,Pnp
12132,7446.6,13070,9022.3,11485,13132,12459,11103,11864,2,2.8,134,0,8.6146,115850000,2,Q5BJS0,Putative ATP-dependent RNA helicase DHX30,Dhx30
103320,84694,113240,97962,113820,113230,105530,102120,118150,4,30.1,20.995,0,7.0942,802120000,9,O88350,Putative hydrolase RBBP9,Rbbp9
1851.6,1979.5,2128,2132.9,2236.4,1678.4,1130.6,1309.3,1158.5,1,6.4,43.538,0,3.024,201720000,2,Q5BJY6,Putative N-acetylglucosamine-6-phosphate deacetylase,Amdhd2
33515,38150,46338,43540,47717,33267,50831,44971,45223,3,6.3,65.455,0,7.31,298170000,4,Q4QQW8,Putative phospholipase B-like 2,Plbd2
115090,99603,126060,114450,131630,123860,116550,112290,134610,5,35.6,34.908,0,33.069,1397300000,9,O35331,Pyridoxal kinase,Pdxk
7040.4,4841.6,6347.5,6358.3,6725.3,5970.1,5903.8,6086.4,6966.7,2,20.3,30.184,0,12.302,266640000,2,O88794,Pyridoxine-5-phosphate oxidase,Pnpo
77647,75542,91440,79977,98586,84783,90210,81342,96884,3,27.8,22.913,0,38.829,1026600000,8,Q76IC5,Pyroglutamyl-peptidase 1,Pgpep1
8719.5,7076.4,8810.3,8148,9924,8772.7,9378.1,8016.4,9849.1,2,9.7,33.673,0.0081403,1.2694,210310000,4,Q6AY23,Pyrroline-5-carboxylate reductase 2,Pycr2
33631,30933,37728,33241,36122,39968,36196,33038,34423,2,8.8,28.878,0,12.262,190110000,3,Q5PQJ6,Pyrroline-5-carboxylate reductase 3,Pycrl
541430,661600,725480,754750,839850,549630,684090,764080,806070,28,31.6,129.78,0,200.1,19600000000,78,P52873,"Pyruvate carboxylase, mitochondrial",Pc
213630,226630,264080,259490,286570,236620,255910,265290,278810,13,43.6,43.226,0,63.142,8173000000,29,P26284,"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial",Pdha1
327950,465430,420090,514040,551040,303470,466530,515930,531760,12,44.6,38.982,0,92.607,6627800000,51,P49432,"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial",Pdhb
2394400,1739300,1856100,2042900,2128400,2286300,1967600,2147700,2149000,33,70.8,57.817,0,323.31,1.42E+11,185,P11980,Pyruvate kinase PKM,Pkm
273830,327980,338110,355610,387540,260440,349110,363970,391240,17,39.4,50.536,0,77.892,9276500000,33,P50398,Rab GDP dissociation inhibitor alpha,Gdi1
575610,542400,567710,571770,651370,573880,554770,570610,624260,22,62.2,50.537,0,110.49,30542000000,73,P50399,Rab GDP dissociation inhibitor beta,Gdi2
37092,54918,52779,57265,42740,26325,23486,20512,24743,2,9.4,41.255,0,3.7341,963060000,4,O70600,Radical S-adenosyl methionine domain-containing protein 2,Rsad2
13433,8072.8,13241,10423,11789,14779,14394,10811,10906,1,7.5,17.721,0,7.0507,322000000,3,Q6P791,Ragulator complex protein LAMTOR1,Lamtor1
45810,62664,58880,69463,85077,42280,71647,72383,75613,1,8.9,13.58,0,5.813,442890000,6,Q5U204,Ragulator complex protein LAMTOR3,Lamtor3
6633.9,7257.8,8182.8,7068.7,7887.2,7885.8,7717.1,8936,8694.7,1,1.1,165.36,0,3.1514,23234000,1,P86410,Ral GTPase-activating protein subunit beta,Ralgapb
150580,149280,157110,160090,179550,135510,151660,154060,169430,7,47.9,21.45,0,45.932,6032700000,16,Q6RUV5,Ras-related C3 botulinum toxin substrate 1,Rac1
4625,3448.7,5661.7,4209.4,5914.7,4823.6,4935.2,4953.7,5690.5,1,6.7,36.566,0,8.9386,357250000,3,Q63486;Q63487,Ras-related GTP-binding protein A;Ras-related GTP-binding protein B,Rraga;RragB
27958,21003,31830,26374,29622,29520,30598,25650,27931,4,16.5,22.858,0.0019182,1.7216,1311500000,3,P35281,Ras-related protein Rab-10,Rab10
170880,148490,192170,178150,199410,177390,169060,171410,180850,10,42.7,24.488,0,35.139,7713500000,20,O35509;P62494,Ras-related protein Rab-11B;Ras-related protein Rab-11A,Rab11b;Rab11a
60961,62098,65202,66215,74150,56501,66253,64783,69568,4,18.7,22.901,0,14.663,558700000,5,P35286,Ras-related protein Rab-13,Rab13
26776,26209,28261,27859,28564,27406,30217,28030,30752,2,13.5,23.927,0,3.9151,608750000,4,P61107,Ras-related protein Rab-14,Rab14
67727,66542,76855,76180,79893,70441,74804,75595,75445,3,16.5,22.976,0,18.3,608110000,6,Q5EB77,Ras-related protein Rab-18,Rab18
353810,306100,320020,340050,363390,293130,297820,305630,312350,6,39.5,22.677,0,48.987,7179600000,24,Q6NYB7,Ras-related protein Rab-1A,Rab1A
25609,25015,27277,29316,32025,25241,29738,28575,30538,5,37.3,22.163,0,11.463,1114600000,5,P10536,Ras-related protein Rab-1B,Rab1b
21043,25719,23923,28136,31665,17461,24478,27793,28945,1,4.9,24.163,0,5.1889,203930000,4,Q6AXT5,Ras-related protein Rab-21,Rab21
125490,138150,133880,155620,180880,119350,140050,152180,161540,7,38.2,23.535,0,38.181,2728700000,17,P05712,Ras-related protein Rab-2A,Rab2a
129070,162920,155440,157790,186470,120150,163970,165410,181400,4,25.3,21.368,0,20.843,3569700000,10,Q6GQP4,Ras-related protein Rab-31,Rab31
34415,38899,46193,46618,46551,25673,44605,39741,41314,1,7.3,24.785,0,8.9911,196640000,4,Q63941,Ras-related protein Rab-3B,Rab3b
68472,60930,74064,69512,79587,62767,68669,70932,76799,3,13,23.624,0,9.0927,2759000000,10,M0RC99,Ras-related protein Rab-5A,Rab5a
116220,106070,125650,121300,132800,120480,122570,125150,132650,4,23.1,23.59,0,20.699,4888500000,15,Q9WVB1,Ras-related protein Rab-6A,Rab6a
523460,441690,619070,551570,575250,514640,630670,523870,527600,10,54.6,23.504,0,83.646,11966000000,39,P09527,Ras-related protein Rab-7a,Rab7a
7285.7,5067.5,6713.9,6136.2,7857.7,8242,5038.8,4794.1,4749.6,1,5.4,23.117,0,2.2769,114270000,1,Q63481,Ras-related protein Rab-7L1,Rab29
21210,15930,21089,17523,20320,23202,19377,20053,23547,3,15.9,23.668,0,2.8797,190140000,2,P35280,Ras-related protein Rab-8A,Rab8a
24898,16929,23291,19405,22612,23073,18997,19629,22655,2,12.1,23.603,0,2.0751,161630000,2,P70550,Ras-related protein Rab-8B,Rab8b
13745,13067,11191,19081,18501,12615,10602,21159,20021,1,4,22.895,0.0087445,1.1905,72171000,3,Q99P75,Ras-related protein Rab-9A,Rab9a
65786,53020,59576,69360,73115,64948,68093,68387,78215,3,22.8,23.317,0,12.973,362600000,4,P36860;P63322,Ras-related protein Ral-B;Ras-related protein Ral-A,Ralb;Rala
199420,176380,188080,196010,210590,186300,184250,179200,193940,11,67.9,20.798,0,73.351,11471000000,31,Q62636,Ras-related protein Rap-1b,Rap1b
95340,68937,80917,74138,78284,100630,73593,64403,69545,2,12.6,20.504,0,5.6281,627440000,5,P61227,Ras-related protein Rap-2b,Rap2b
39963,35451,42019,39311,47709,47816,43376,41445,46656,3,18.3,23.909,0,9.1274,281550000,4,D3Z8L7,Ras-related protein R-Ras,Rras
3703.3,3360.6,4469.2,3667.6,4502.6,4184.1,4819,3895.6,4562.3,1,3,90.259,0,2.3507,46339000,1,Q03348,Receptor-type tyrosine-protein phosphatase alpha,Ptpra
10497,12005,13283,14521,15223,9847.3,16482,15493,14931,2,10.9,25.763,0,3.2015,62908000,2,Q6AXX6,Redox-regulatory protein FAM213A,Fam213a
17855,16805,19724,19757,21358,15968,15879,16130,18661,2,6.4,52.311,0,18.759,132230000,2,Q66H15,Regulator of microtubule dynamics protein 3,Rmdn3
5318.3,6546.9,6314.7,6977.3,7067,6254.7,6083.4,7054.9,8214.3,1,4.9,38.656,0,8.8674,38776000,2,Q641W4,Replication factor C subunit 2,Rfc2
119910,160470,150700,197470,175570,101180,169340,170890,175800,4,20,37.432,0,74.529,1949900000,12,Q62703,Reticulocalbin-2,Rcn2
50605,45325,58598,52594,59671,51631,56720,55514,60535,4,11.5,83.001,0,58.112,2065000000,9,Q64548,Reticulon-1,Rtn1
18052,14890,20142,15791,19986,20136,18748,17273,19114,1,1.2,101.52,0,2.3364,366680000,3,Q6RJR6,Reticulon-3,Rtn3
74255,60409,77125,63148,77219,89975,66293,67479,73228,4,2.9,126.39,0,12.075,2556300000,10,Q9JK11,Reticulon-4,Rtn4
57283,52764,108990,46338,53982,66751,85416,44548,50936,5,10.2,54.458,0,18.954,384730000,6,P51647;P13601,"Retinal dehydrogenase 1;Aldehyde dehydrogenase, cytosolic 1",Aldh1a1;Aldh1a7
115700,127320,184440,143020,174170,135860,207950,161440,195310,5,15,51.174,0,37.572,3033400000,17,Q920A6,Retinoid-inducible serine carboxypeptidase,Scpep1
364240,156790,203830,148810,221230,468480,139750,137730,170190,6,49.6,15.834,0,43.382,8604300000,20,P02696,Retinol-binding protein 1,Rbp1
415500,361240,336980,408370,420740,368870,344520,392020,427770,8,49,23.407,0,47.855,16282000000,32,Q5XI73,Rho GDP-dissociation inhibitor 1,Arhgdia
14348,13917,15591,16865,17660,11234,16532,17177,17319,1,2.6,73.139,0,3.5859,276210000,2,O55043,Rho guanine nucleotide exchange factor 7,Arhgef7
48956,38317,53535,41756,58903,48726,39930,39648,43960,2,1.9,160.39,0,3.933,323260000,6,Q62868,Rho-associated protein kinase 2,Rock2
22893,28895,32123,32417,40791,20075,30427,30362,34647,3,19.4,22.123,0,2.3938,93921000,2,P62747,Rho-related GTP-binding protein RhoB,Rhob
903810,748500,953800,864110,995730,903070,767310,806220,873040,14,51.3,49.974,0,272.17,14746000000,58,P29315,Ribonuclease inhibitor,Rnh1
86914,97236,152090,140110,141080,95166,156090,150140,147190,4,39.4,14.303,0,30.365,2332500000,12,P52759,Ribonuclease UK114,Hrsp12
38681,34678,41408,41734,45968,39525,42105,42405,42598,5,15.7,34.834,0,16.476,1917600000,12,P60892;P09330,Ribose-phosphate pyrophosphokinase 1;Ribose-phosphate pyrophosphokinase 2,Prps1;Prps2
19613,18105,22375,18331,20907,24383,17076,20672,19781,1,1.2,82.882,0,2.9382,80347000,3,Q63531,Ribosomal protein S6 kinase alpha-1,Rps6ka1
7173,8972.3,7079.4,9721.1,8293.5,6804.9,8188.1,8479.7,9760.9,1,3.6,82.639,0,2.8888,50110000,1,Q562C2,Ribosome biogenesis protein BOP1,Bop1
59725,55182,75513,64027,75898,61522,82056,67943,73985,5,21.2,28.752,0,16.02,1016200000,7,Q5RK30,Ribosome maturation protein SBDS,Sbds
235070,216420,264750,247370,276000,249560,260410,245740,263370,13,30.9,42.203,0,47.296,7592000000,34,P84586;D4AE41,"RNA-binding motif protein, X chromosome retrogene-like;RNA-binding motif protein, X chromosome retrogene-like, N-terminally processed;RNA binding motif protein, X-linked-like-1",Rbmxrtl;Rbmxl1
25092,20979,28397,23111,26605,28668,25734,22583,26439,11,29.7,42.257,0,4.0967,69738000,1,Q4V898,"RNA-binding motif protein, X chromosome;RNA-binding motif protein, X chromosome, N-terminally processed",Rbmx
17652,15534,21387,18856,21365,16797,16539,14848,15811,1,3.7,44.067,0,5.0925,44272000,1,Q5PQP1,"RNA-binding motif, single-stranded-interacting protein 1",Rbms1
386300,245570,323620,297550,357910,316630,291870,280330,315240,2,29.7,16.855,0,38.745,5212700000,13,Q925G0,RNA-binding protein 3,Rbm3
24683,26062,33688,29031,35175,27996,32353,29246,31119,3,11.9,39.133,0,4.0671,565440000,5,Q8K3P4,RNA-binding protein Musashi homolog 1,Msi1
13562,10872,15044,11723,14057,13701,12938,11296,12776,1,3,34.238,0,2.1556,172400000,2,Q6AYK1,RNA-binding protein with serine-rich domain 1,Rnps1
10546,10913,13100,13157,13901,10652,13013,13710,13787,2,12.8,34.221,0,50.15,1049000000,3,P22509,rRNA 2-O-methyltransferase fibrillarin,Fbl
210780,242080,243110,289480,261830,89287,88708,90689,122130,7,21.6,41.83,0,27.62,7494600000,23,P16391,"RT1 class I histocompatibility antigen, AA alpha chain",na
131560,120380,150390,138590,155690,142650,142430,137410,150410,8,32.9,50.213,0,61.88,1869200000,16,P60123,RuvB-like 1,Ruvbl1
23790,18438,23813,20559,25715,24626,21464,21938,26169,1,6.6,27.782,0.0044108,1.4315,180070000,3,Q99ND9,RWD domain-containing protein 1,Rwdd1
240400,206390,311400,256230,314210,314220,308120,277910,314960,8,27,47.088,0,60.792,2160900000,17,Q6AY30,Saccharopine dehydrogenase-like oxidoreductase,Sccpdh
70805,54144,66031,70919,71617,62584,61925,62300,64744,6,13.4,43.715,0,6.557,1763000000,10,P18298,S-adenosylmethionine synthase isoform type-2,Mat2a
16814,15628,18736,17834,21151,17785,20617,19957,21937,1,3.8,23.605,0.0031706,1.5762,85306000,1,Q498U4,SAP domain-containing ribonucleoprotein,Sarnp
383820,411680,415480,480890,505940,381630,462090,484590,501560,16,21.3,114.77,0,107.2,8665400000,42,P11507,Sarcoplasmic/endoplasmic reticulum calcium ATPase 2,Atp2a2
34436,24206,36693,31656,35870,36782,36526,33078,35986,3,8.5,101.44,0,21.098,270500000,4,Q64380,"Sarcosine dehydrogenase, mitochondrial",Sardh
54861,43920,62126,51493,64698,55096,54176,51594,56442,2,4.7,72.262,0,16.634,182580000,4,Q62991,Sec1 family domain-containing protein 1,Scfd1
11130,11765,13685,13236,14830,11548,13273,18462,16007,2,6.5,46.166,0,8.407,100090000,2,Q99MS0,SEC14-like protein 2,Sec14l2
119540,145910,180180,158710,153720,128500,166820,163020,151960,7,28.7,46.396,0,34.667,3095400000,18,Q6AY84,Secernin-1,Scrn1
9763.1,6716.8,10102,7636.4,9664,10750,9461.3,7090.5,9134.5,1,3.8,37.998,0,2.886,67685000,1,P56603,Secretory carrier-associated membrane protein 1,Scamp1
36259,33088,40915,37516,44880,44750,39818,38482,42408,3,18.7,28.128,0,9.5673,112400000,3,P18297,Sepiapterin reductase,Spr
187730,209800,231890,238610,280700,196640,249840,253940,279850,17,61.8,41.592,0,89.454,13649000000,50,Q91Y81,Septin-2,2-Sep
219860,247610,255240,280920,325630,218950,280970,288330,328430,14,44.3,50.507,0,89.888,6389700000,35,Q9WVC0,Septin-7,7-Sep
275410,245950,286500,267270,320000,292990,270830,264480,299860,13,25.9,63.791,0,55.211,6944100000,31,Q9QZR6,Septin-9,9-Sep
1076.7,1068.7,1480.2,1266.8,1452.9,1452.6,1439.1,890.09,1586.6,1,4.1,47.681,0,3.383,62710000,1,O08623,Sequestosome-1,Sqstm1
46470,37469,49224,43211,46717,53920,44059,44521,45751,3,16.3,25.476,0,14.295,2148500000,7,Q6PDU1,Serine/arginine-rich splicing factor 2,Srsf2
57295,66099,63810,71789,82121,47985,66442,72708,75974,2,8.2,30.891,0,3.7789,360530000,5,Q09167,Serine/arginine-rich splicing factor 5,Srsf5
7496.8,2704.1,8266.8,3703.8,4056.3,11707,5433.8,3067.6,3776.8,1,2.1,39.025,0.0025381,1.6088,262300000,2,G3V6S8,Serine/arginine-rich splicing factor 6,Srsf6
7846.1,6227.6,9244,7178.4,8985.8,8585.2,8229.8,6788.2,7762,1,3.2,25.498,0.0062775,1.3489,633340000,3,Q5PPI1,Serine/arginine-rich splicing factor 9,Srsf9
2631.4,1865.9,2779.2,2975.5,2840,3114.3,2810.7,2191.8,3154.9,1,2.9,56.121,0.008125,1.2226,19888000,1,O54748,Serine/threonine-protein kinase 3;Serine/threonine-protein kinase 3 36kDa subunit;Serine/threonine-protein kinase 3 20kDa subunit,Stk3
13602,12325,16641,14933,17707,15793,18026,14847,16345,1,1.4,84.015,0.0044081,1.4177,409270000,3,Q5MPA9,Serine/threonine-protein kinase DCLK2,Dclk2
0,0,0,0,0,0,0,0,0,1,0.8,194.89,0,6.2044,0,1,Q7TT49,Serine/threonine-protein kinase MRCK beta,Cdc42bpb
24587,28521,29032,28530,33649,26242,31070,31052,32506,3,1.7,288.79,0,9.8604,203860000,4,P42346,Serine/threonine-protein kinase mTOR,Mtor
196840,184050,201340,203900,230770,190680,203420,196970,222410,10,31.3,57.96,0,74.357,4034300000,22,Q64303,Serine/threonine-protein kinase PAK 2;PAK-2p27;PAK-2p34,Pak2
18304,17401,19978,20704,23390,18505,22990,21682,23674,1,1.4,117.01,0,2.4604,93444000,2,Q5RKH1,Serine/threonine-protein kinase PRP4 homolog,Prpf4b
2211.6,629.38,2064,1139.5,1100.9,2147,1516.3,1238.5,876.65,1,1.3,92.827,0.00064144,1.7572,41857000,3,O55000,Serine/threonine-protein phosphatase 1 regulatory subunit 10,Ppp1r10
94519,89309,97486,103070,115300,87250,93630,95936,107260,4,15.2,51.677,0,21.194,1704300000,12,P36876;P36877;P56932,Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform;Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B beta isoform;Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B delta isoform,Ppp2r2a;Ppp2r2b;Ppp2r2d
73625,62816,81852,66507,80041,85973,76307,71352,75625,8,14.8,66.006,0,49.123,4915400000,17,Q4QQT4,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform,Ppp2r1b
226740,229060,245920,254830,281230,233710,255680,255910,281760,13,52.1,35.608,0,92.044,6404400000,32,P63331;P62716,Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform;Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform,Ppp2ca;Ppp2cb
117740,96257,120380,111710,127540,123470,106490,108130,125360,4,17.9,58.643,0,37.159,1101100000,13,P63329,Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform,Ppp3ca
55279,43205,51700,45444,52417,58909,48895,46532,49093,2,4.4,56.916,0,8.5399,341130000,3,P53042,Serine/threonine-protein phosphatase 5,Ppp5c
17953,17081,21634,19838,20701,20781,19821,18690,21646,2,12.1,35.159,0,11.088,282840000,4,Q64620,"Serine/threonine-protein phosphatase 6 catalytic subunit;Serine/threonine-protein phosphatase 6 catalytic subunit, N-terminally processed",Ppp6c
32407,30504,37289,39187,42042,35716,37534,38370,42607,2,6.2,32.06,0,4.6054,193520000,3,Q562B5,"Serine/threonine-protein phosphatase PGAM5, mitochondrial",Pgam5
127440,126380,141480,141340,172720,129330,159730,150780,166850,8,23.3,37.512,0,20.357,4453700000,20,P62138;P63088;P62142,Serine/threonine-protein phosphatase PP1-alpha catalytic subunit;Serine/threonine-protein phosphatase PP1-gamma catalytic subunit;Serine/threonine-protein phosphatase PP1-beta catalytic subunit,Ppp1ca;Ppp1cc;Ppp1cb
73175,68515,73417,74893,91401,70434,76275,82110,89067,3,12.3,38.456,0,16.646,541580000,5,Q5XIG8,Serine-threonine kinase receptor-associated protein,Strap
112670,109180,112070,127120,142190,110010,112040,124870,131330,4,8.2,58.587,0,8.7381,2090800000,12,Q6P799,"Serine--tRNA ligase, cytoplasmic",Sars
193200,83511,124810,89697,106330,212410,105160,89036,97629,11,18.5,76.394,0,36.726,2992800000,21,P12346,Serotransferrin,Tf
288560,372860,378480,386760,475290,300580,376200,364670,418260,18,53.5,46.517,0,132.28,38160000000,66,P29457,Serpin H1,Serpinh1
42723,33901,51917,45813,48432,46331,51216,41719,42073,3,16.1,39.617,0,12.706,1167900000,9,Q6AXM8,Serum paraoxonase/arylesterase 2,Pon2
4914.7,2624.6,3618.2,2400.3,2974.5,4193.7,2805.4,2587.3,3190.8,1,5.5,51.503,0,6.2982,170690000,2,Q5M824,SHC-transforming protein 1,Shc1
2038.9,1748,1545.5,1924.5,1514.9,1741.6,2097.2,1756.6,1900.3,1,14.8,13.689,0,7.3315,211720000,1,Q5RJZ6,Short coiled-coil protein,Scoc
105250,108560,119160,123320,139110,112530,118580,128450,139920,7,28.4,44.765,0,76.759,1928000000,16,P15651,"Short-chain specific acyl-CoA dehydrogenase, mitochondrial",Acads
12190,10934,13416,12948,13956,13098,12574,12121,14199,1,4.6,60.466,0,5.4734,154510000,2,P82450,Sialate O-acetylesterase;Sialate O-acetylesterase small subunit;Sialate O-acetylesterase large subunit,Siae
190580,199590,220010,255600,270250,193250,237860,254180,271020,5,25.5,35.546,0,85.535,3794200000,26,Q63965,Sideroflexin-1,Sfxn1
6991.3,5851.5,7828.3,7923.4,8675.6,7114.3,7435.2,7343,8492.7,3,15,35.433,0,6.5801,165060000,2,Q9JHY2,Sideroflexin-3,Sfxn3
97278,115350,122150,159030,142300,104450,137560,160840,155350,8,23.7,37.304,0,21.954,2956900000,18,Q8CFD0,Sideroflexin-5,Sfxn5
24680,13596,23949,16286,15649,27620,18546,14594,14582,2,11.7,20.599,0,5.5102,532480000,4,P42667,Signal peptidase complex catalytic subunit SEC11A,Sec11a
2554.1,1908.5,3083,2942.6,3147.2,2504.2,2695.5,2346.9,2387.2,1,8.3,20.16,0,2.0331,36154000,1,Q568Z4,Signal peptidase complex subunit 3,Spcs3
46850,34443,47203,39893,46266,51153,43620,39404,44464,3,7.7,55.704,0,22.963,248550000,4,Q6AYB5,Signal recognition particle 54 kDa protein,Srp54
15020,14127,13417,14098,16810,12945,15022,14776,16647,1,3,29.569,0,2.4721,67552000,1,Q4FZX7,Signal recognition particle receptor subunit beta,Srprb
226270,197080,217730,195530,234330,193010,154260,157180,175290,13,22.5,88.039,0,63.072,2436300000,24,P52631,Signal transducer and activator of transcription 3,Stat3
31585,33395,33994,33775,41939,29637,25632,28984,30183,2,3.4,90.832,0,7.3447,194800000,3,Q62771,Signal transducer and activator of transcription 5A,Stat5a
49265,41696,46844,43698,55970,50029,41723,43284,48456,2,3.2,90.222,0,3.3923,158900000,4,P52632,Signal transducer and activator of transcription 5B,Stat5b
2762,3316.8,3795.8,3718.5,5047.9,3128.8,4363.6,4415.8,4341.3,1,11.9,17.455,0,7.3386,41774000,1,P28042,"Single-stranded DNA-binding protein, mitochondrial",Ssbp1
18079,13862,18569,17781,18674,19616,16856,14596,17986,2,1.8,164.46,0,5.336,267370000,3,Q6TRW4,Sister chromatid cohesion protein PDS5 homolog B,Pds5b
7329.1,5243,7731.1,5898.1,6977.1,6733.3,6020.5,5705.7,6490.9,1,1.1,120.88,0,17.009,67049000,3,D4A208,SLIT-ROBO Rho GTPase-activating protein 2,Srgap2
